왕상1:1 다윗왕이나이가많아늙으니이불을덮어도따뜻하지아니한지라
왕상18:42 아합이먹고마시러올라가니라엘리야가갈멜산꼭대기로올라가서땅에꿇어엎드려그의얼굴을무릎사이에넣고
왕상18:43 그의사환에게이르되올라가바다쪽을바라보라그가올라가바라보고말하되아무것도없나이다이르되일곱번까지다시가라
왕상18:44 일곱번째이르러서는그가말하되바다에서사람의손만한작은구름이일어나나이다이르되올라가아합에게말하기를비에막히지아니하도록마차를갖추고내려가소서하라하니라
왕상18:45 조금후에구름과바람이일어나서하늘이캄캄해지며큰비가내리는지라아합이마차를타고이스르엘로가니
왕상18:46 여호와의능력이엘리야에게임하매그가허리를동이고이스르엘로들어가는곳까지아합앞에서달려갔더라
왕상19:1 아합이엘리야가행한모든일과그가어떻게모든선지자를칼로죽였는지를이세벨에게말하니
왕상19:2 이세벨이사신을엘리야에게보내어이르되내가내일이맘때에는반드시네생명을저사람들중한사람의생명과같게하리라그렇게하지아니하면신들이내게벌위에벌을내림이마땅하니라한지라
왕상19:3 그가이형편을보고일어나자기의생명을위해도망하여유다에속한브엘세바에이르러자기의사환을그곳에머물게하고
왕상19:4 자기자신은광야로들어가하룻길쯤가서한로뎀나무아래에앉아서자기가죽기를원하여이르되여호와여넉넉하오니지금내생명을거두시옵소서나는내조상들보다낫지못하니이다하고
왕상19:5 로뎀나무아래에누워자더니천사가그를어루만지며그에게이르되일어나서먹으라하는지라
왕상19:6 본즉머리맡에숯불에구운떡과한병물이있더라이에먹고마시고다시누웠더니
왕상19:7 여호와의천사가또다시와서어루만지며이르되일어나먹으라네가갈길을다가지못할까하노라하는지라
왕상19:8 이에일어나먹고마시고그음식물의힘을의지하여사십주사십야를가서하나님의산호렙에이르니라
왕상19:9 엘리야가그곳굴에들어가거기서머물더니여호와의말씀이그에게임하여이르시되엘리야야네가어찌하여여기있느냐
왕상19:10 그가대답하되내가만군의하나님여호와께열심이유별하오니이는이스라엘자손이주의언약을버리고주의제단을헐며칼로주의선지자들을죽였음이오며오직나만남았거늘그들이내생명을찾아빼앗으려하나이다
왕상19:11 여호와께서이르시되너는나가서여호와앞에서산에서라하시더니여호와께서지나가시는데여호와앞에크고강한바람이산을가르고바위를부수나바람가운데에여호와께서계시지아니하며바람후에지진이있으나지진가운데에도여호와께서계시지아니하며
왕상19:12 또지진후에불이있으나불가운데에도여호와께서계시지아니하더니불후에세미한소리가있는지라
왕상19:13 엘리야가듣고겉옷으로얼굴을가리고나가굴어귀에서매소리가그에게임하여이르시되엘리야야네가어찌하여여기있느냐
왕상19:14 그가대답하되내가만군의하나님여호와께열심이유별하오니이는이스라엘자손이주의언약을버리고주의제단을헐며칼로주의선지자들을죽였음이오며오직나만남았거늘그들이내생명을찾아빼앗으려하나이다
왕상19:15 여호와께서그에게이르시되너는네길을돌이켜광야를통하여다메섹에가서이르거든하사엘에게기름을부어아람의왕이되게하고
왕상19:16 너는또님시의아들예후에게기름을부어이스라엘의왕이되게하고또아벨므홀라사밧의아들엘리사에게기름을부어너를대신하여선지자가되게하라
왕상19:17 하사엘의칼을피하는자를예후가죽일것이요예후의칼을피하는자를엘리사가죽이리라
왕상19:18 그러나내가이스라엘가운데에칠천명을남기리니다바알에게무릎을꿇지아니하고다바알에게입맞추지아니한자니라
왕상19:19 엘리야가거기서떠나사밧의아들엘리사를만나니그가열두겨릿소를앞세우고밭을가는데자기는열두째겨릿소와함께있더라엘리야가그리로건너가서겉옷을그의위에던졌더니
왕상19:20 그가소를버리고엘리야에게로달려가서이르되청하건대나를내부모와입맞추게하소서그리한후에내가당신을따르리이다엘리야가그에게이르되돌아가라내가네게어떻게행하였느냐하니라
왕상19:21 엘리사가그를떠나돌아가서한겨릿소를가져다가잡고소의기구를불살라그고기를삶아백성에게주어먹게하고일어나엘리야를따르며수종들었더라
왕상20:1 아람의벤하닷왕이그의군대를다모으니왕삼십이명이그와함께있고또말과병거들이있더라이에올라가서사마리아를에워싸고그곳을치며
왕상20:2 사자들을성안에있는이스라엘의아합왕에게보내이르기를벤하닷이그에게이르되
왕상20:3 네은금은내것이요네아내들과네자녀들의아름다운자도내것이니라하매
왕상20:4 이스라엘의왕이대답하여말하기를내주왕이여왕의말씀같이나와내것은다왕의것이니이다하였더니
왕상20:5 사신들이다시와서이르되벤하닷이이르노라내가이미네게사람을보내어말하기를너는네은금과아내들과자녀들을내게넘기라하였거니와
왕상20:6 내일이맘때에내가내신하들을네게보내리니그들이네집과네신하들의집을수색하여네눈이기뻐하는것을그들의손으로잡아가져가리라한지라
왕상20:7 이에이스라엘왕이나라의장로를다불러이르되너희는이사람이악을도모하고있는줄을자세히알라그가내아내들과내자녀들과내은금을빼앗으려고사람을내게보냈으나내가거절하지못하였노라
왕상20:8 모든장로와백성들이다왕께아뢰되왕은듣지도말고허락하지도마옵소서한지라
왕상20:9 그러므로왕이벤하닷의사신들에게이르되너희는내주왕께말하기를왕이처음에보내종에게구하신것은내가다그대로하려니와이것은내가할수없나이다하라하니사자들이돌아가서보고하니라
왕상20:10 그때에벤하닷이다시그에게사람을보내어이르되사마리아의부스러진것이나를따르는백성의무리의손에채우기에족할것같으면신들이내게벌위에벌을내림이마땅하니라하매
왕상20:11 이스라엘왕이대답하여이르되갑옷입는자가갑옷벗는자같이자랑하지못할것이라하라하니라
왕상20:12 그때에벤하닷이왕들과장막에서마시다가이말을듣고그의신하들에게이르되너희는진영을치라하매곧성읍을향하여진영을치니라
왕상20:13 한선지자가이스라엘의아합왕에게나아가서이르되여호와의말씀이네가이큰무리를보느냐내가오늘그들을네손에넘기리니너는내가여호와인줄을알리라하셨나이다
왕상20:14 아합이이르되누구를통하여그렇게하시리이까대답하되여호와의말씀이각지방고관의청년들로하리라하셨나이다아합이이르되누가싸움을시작하리이까대답하되왕이니이다
왕상20:15 아합이이에각지방고관의청년들을계수하니이백삼십이명이요그외에모든백성곧이스라엘의모든자손을계수하니칠천명이더라
왕상20:16 그들이정오에나가니벤하닷은장막에서돕는왕삼십이명과더불어마시고취한중이라
왕상20:17 각지방의고관의청년들이먼저나갔더라벤하닷이정탐꾼을보냈더니그들이보고하여이르되사마리아에서사람들이나오더이다하매
왕상20:18 그가이르되화친하러나올지라도사로잡고싸우러나올지라도사로잡으라하니라
왕상20:19 각지방고관의청년들과그들을따르는군대가성읍에서나가서
왕상20:20 각각적군을쳐죽이매아람사람이도망하는지라이스라엘이쫓으니아람왕벤하닷이말을타고마병과더불어도망하여피하니라
왕상20:21 이스라엘왕이나가서말과병거를치고또아람사람을쳐서크게이겼더라
왕상20:22 그선지자가이스라엘왕에게나아와이르되왕은가서힘을기르고왕께서행할일을알고준비하소서해가바뀌면아람왕이왕을치러오리이다하니라
왕상20:23 아람왕의신하들이왕께아뢰되그들의신은산의신이므로그들이우리보다강하였거니와우리가만일평지에서그들과싸우면반드시그들보다강할지라
왕상20:24 또왕은이일을행하실지니곧왕들을제하여각각그곳에서떠나게하고그들대신에총독들을두시고
왕상20:25 또왕의잃어버린군대와같은군대를왕을위하여보충하고말은말대로,병거는병거대로보충하고우리가평지에서그들과싸우면반드시그들보다강하리이다왕이그말을듣고그리하니라
왕상20:26 해가바뀌니벤하닷이아람사람을소집하고아벡으로올라와서이스라엘과싸우려하매
왕상20:27 이스라엘자손도소집되어군량을받고마주나가서그들앞에진영을치니이스라엘자손은두무리의적은염소떼와같고아람사람은그땅에가득하였더라
왕상20:28 그때에하나님의사람이이스라엘왕에게나아와말하여이르되여호와의말씀에아람사람이말하기를여호와는산의신이요골짜기의신은아니라하는도다그러므로내가이큰군대를다네손에넘기리니너희는내가여호와인줄을알리라하셨나이다하니라
왕상20:29 진영이서로대치한지칠일이라일곱째날에접전하여이스라엘자손이하루에아람보병십만명을죽이매
왕상20:30 그남은자는아벡으로도망하여성읍으로들어갔더니그성벽이그남은자이만칠천명위에무너지고벤하닷은도망하여성읍에이르러골방으로들어가니라
왕상20:31 그의신하들이그에게말하되우리가들은즉이스라엘집의왕들은인자한왕이라하니만일우리가굵은베로허리를동이고테두리를머리에쓰고이스라엘의왕에게로나아가면그가혹시왕의생명을살리리이다하고
왕상20:32 그들이굵은베로허리를동이고테두리를머리에쓰고이스라엘의왕에게이르러이르되왕의종벤하닷이청하기를내생명을살려주옵소서하더이다아합이이르되그가아직도살아있느냐그는내형제이니라
왕상20:33 그사람들이좋은징조로여기고그말을얼른받아대답하여이르되벤하닷은왕의형제니이다왕이이르되너희는가서그를인도하여오라벤하닷이이에왕에게나아오니왕이그를병거에올린지라
왕상20:34 벤하닷이왕께아뢰되내아버지께서당신의아버지에게서빼앗은모든성읍을내가돌려보내리이다또내아버지께서사마리아에서만든것같이당신도다메섹에서당신을위하여거리를만드소서아합이이르되내가이조약으로인해당신을놓으리라하고이에더불어조약을맺고그를놓았더라
왕상20:35 선지자의무리중한사람이여호와의말씀을그의친구에게이르되너는나를치라하였더니그사람이치기를싫어하는지라
왕상20:36 그가그사람에게이르되네가여호와의말씀을듣지아니하였으니네가나를떠나갈때에사자가너를죽이리라그사람이그의곁을떠나가더니사자가그를만나죽였더라
왕상20:37 그가또다른사람을만나이르되너는나를치라하매그사람이그를치되상하도록친지라
왕상20:38 선지자가가서수건으로자기의눈을가리어변장하고길가에서왕을기다리다가
왕상20:39 왕이지나갈때에그가소리질러왕을불러이르되종이전장가운데에나갔더니한사람이돌이켜어떤사람을끌고내게로와서말하기를이사람을지키라만일그를잃어버리면네생명으로그의생명을대신하거나그렇지아니하면네가은한달란트를내어야하리라하였거늘
왕상20:40 종이이리저리일을볼동안에그가없어졌나이다이스라엘왕이그에게이르되네가스스로결정하였으니그대로당하여야하리라
왕상20:41 그가급히자기의눈을가린수건을벗으니이스라엘왕이그는선지자중의한사람인줄을알아본지라
왕상20:42 그가왕께아뢰되여호와의말씀이내가멸하기로작정한사람을네손으로놓았은즉네목숨은그의목숨을대신하고네백성은그의백성을대신하리라하셨나이다
왕상20:43 이스라엘왕이근심하고답답하여그의왕궁으로돌아가려고사마리아에이르니라
왕상21:1 그후에이일이있으니라이스르엘사람나봇에게이스르엘에포도원이있어사마리아의왕아합의왕궁에서가깝더니
왕상21:2 아합이나봇에게말하여이르되네포도원이내왕궁곁에가까이있으니내게주어채소밭을삼게하라내가그대신에그보다더아름다운포도원을네게줄것이요만일네가좋게여기면그값을돈으로네게주리라
왕상21:3 나봇이아합에게말하되내조상의유산을왕에게주기를여호와께서금하실지로다하니
왕상21:4 이스르엘사람나봇이아합에게대답하여이르기를내조상의유산을왕께줄수없다하므로아합이근심하고답답하여왕궁으로돌아와침상에누워얼굴을돌리고식사를아니하니
왕상21:5 그의아내이세벨이그에게나아와이르되왕의마음에무엇을근심하여식사를아니하나이까
왕상21:6 왕이그에게이르되내가이스르엘사람나봇에게말하여이르기를네포도원을내게주되돈으로바꾸거나만일네가좋아하면내가그대신에포도원을네게주리라한즉그가대답하기를내가내포도원을네게주지아니하겠노라하기때문이로다
왕상21:7 그의아내이세벨이그에게이르되왕이지금이스라엘나라를다스리시나이까일어나식사를하시고마음을즐겁게하소서내가이스르엘사람나봇의포도원을왕께드리리이다하고
왕상21:8 아합의이름으로편지들을쓰고그인을치고봉하여그의성읍에서나봇과함께사는장로와귀족들에게보내니
왕상21:9 그편지사연에이르기를금식을선포하고나봇을백성가운데에높이앉힌후에
왕상21:10 불량자두사람을그의앞에마주앉히고그에게대하여증거하기를네가하나님과왕을저주하였다하게하고곧그를끌고나가서돌로쳐죽이라하였더라
왕상21:11 그의성읍사람곧그의성읍에사는장로와귀족들이이세벨의지시곧그가자기들에게보낸편지에쓴대로하여
왕상21:12 금식을선포하고나봇을백성가운데높이앉히매
왕상21:13 때에불량자두사람이들어와그의앞에앉고백성앞에서나봇에게대하여증언을하여이르기를나봇이하나님과왕을저주하였다하매무리가그를성읍밖으로끌고나가서돌로쳐죽이고
왕상21:14 이세벨에게통보하기를나봇이돌에맞아죽었나이다하니
왕상21:15 이세벨이나봇이돌에맞아죽었다함을듣고이세벨이아합에게이르되일어나그이스르엘사람나봇이돈으로바꾸어주기를싫어하던나봇의포도원을차지하소서나봇이살아있지아니하고죽었나이다
왕상21:16 아합은나봇이죽었다함을듣고곧일어나이스르엘사람나봇의포도원을차지하러그리로내려갔더라
왕상21:17 여호와의말씀이디셉사람엘리야에게임하여이르시되
왕상21:18 너는일어나내려가서사마리아에있는이스라엘의아합왕을만나라그가나봇의포도원을차지하러그리로내려갔나니
왕상21:19 너는그에게말하여이르기를여호와의말씀이네가죽이고또빼앗았느냐고하셨다하고또그에게이르기를여호와의말씀이개들이나봇의피를핥은곳에서개들이네피곧네몸의피도핥으리라하였다하라
왕상21:20 아합이엘리야에게이르되내대적자여네가나를찾았느냐대답하되내가찾았노라네가네자신을팔아여호와보시기에악을행하였으므로
왕상21:21 여호와의말씀이내가재앙을네게내려너를쓸어버리되네게속한남자는이스라엘가운데에매인자나놓인자를다멸할것이요
왕상21:22 또네집이느밧의아들여로보암의집처럼되게하고아히야의아들바아사의집처럼되게하리니이는네가나를노하게하고이스라엘이범죄하게한까닭이니라하셨고
왕상21:23 이세벨에게대하여도여호와께서말씀하여이르시되개들이이스르엘성읍곁에서이세벨을먹을지라
왕상21:24 아합에게속한자로서성읍에서죽은자는개들이먹고들에서죽은자는공중의새가먹으리라고하셨느니라하니
왕상21:25 예로부터아합과같이그자신을팔아여호와앞에서악을행한자가없음은그를그의아내이세벨이충동하였음이라
왕상21:26 그가여호와께서이스라엘자손앞에서쫓아내신아모리사람의모든행함같이우상에게복종하여심히가증하게행하였더라
왕상21:27 아합이이모든말씀을들을때에그의옷을찢고굵은베로몸을동이고금식하고굵은베에누우며또풀이죽어다니더라
왕상21:28 여호와의말씀이디셉사람엘리야에게임하여이르시되
왕상21:29 아합이내앞에서겸비함을네가보느냐그가내앞에서겸비하므로내가재앙을저의시대에는내리지아니하고그아들의시대에야그의집에재앙을내리리라하셨더라
왕상22:1 아람과이스라엘사이에전쟁이없이삼년을지냈더라
왕상22:2 셋째해에유다의여호사밧왕이이스라엘의왕에게내려가매
왕상22:3 이스라엘의왕이그의신하들에게이르되길르앗라못은본래우리의것인줄을너희가알지못하느냐우리가어찌아람의왕의손에서도로찾지아니하고잠잠히있으리요하고
왕상22:4 여호사밧에게이르되당신은나와함께길르앗라못으로가서싸우시겠느냐여호사밧이이스라엘왕에게이르되나는당신과같고내백성은당신의백성과같고내말들도당신의말들과같으니이다
왕상22:5 여호사밧이또이스라엘의왕에게이르되청하건대먼저여호와의말씀이어떠하신지물어보소서
왕상22:6 이스라엘의왕이이에선지자사백명쯤모으고그들에게이르되내가길르앗라못에가서싸우랴말랴그들이이르되올라가소서주께서그성읍을왕의손에넘기시리이다
왕상22:7 여호사밧이이르되이외에우리가물을만한여호와의선지자가여기있지아니하니이까
왕상22:8 이스라엘의왕이여호사밧왕에게이르되아직도이믈라의아들미가야한사람이있으니그로말미암아여호와께물을수있으나그는내게대하여길한일은예언하지아니하고흉한일만예언하기로내가그를미워하나이다여호사밧이이르되왕은그런말씀을마소서
왕상22:9 이스라엘의왕이한내시를불러이르되이믈라의아들미가야를속히오게하라하니라
왕상22:10 이스라엘의왕과유다의여호사밧왕이왕복을입고사마리아성문어귀광장에서각기왕좌에앉아있고모든선지자가그들의앞에서예언을하고있는데
왕상22:11 그나아나의아들시드기야는자기를위하여철로뿔들을만들어가지고말하되여호와의말씀이왕이이것들로아람사람을찔러진멸하리라하셨다하고
왕상22:12 모든선지자도그와같이예언하여이르기를길르앗라못으로올라가승리를얻으소서여호와께서그성읍을왕의손에넘기시리이다하더라
왕상22:13 미가야를부르러간사신이일러이르되선지자들의말이하나같이왕에게길하게하니청하건대당신의말도그들중한사람의말처럼길하게하소서
왕상22:14 미가야가이르되여호와께서살아계심을두고맹세하노니여호와께서내게말씀하시는것곧그것을내가말하리라하고
왕상22:15 이에왕에게이르니왕이그에게이르되미가야야우리가길르앗라못으로싸우러가랴또는말랴그가왕께이르되올라가서승리를얻으소서여호와께서그성읍을왕의손에넘기시리이다
왕상22:16 왕이그에게이르되내가몇번이나네게맹세하게하여야네가여호와의이름으로진실한것으로만내게말하겠느냐
왕상22:17 그가이르되내가보니온이스라엘이목자없는양같이산에흩어졌는데여호와의말씀이이무리에게주인이없으니각각평안히자기의집으로돌아갈것이니라하셨나이다
왕상22:18 이스라엘의왕이여호사밧왕에게이르되저사람이내게대하여길한것을예언하지아니하고흉한것을예언하겠다고당신에게말씀하지아니하였나이까
왕상22:19 미가야가이르되그런즉왕은여호와의말씀을들으소서내가보니여호와께서그의보좌에앉으셨고하늘의만군이그의좌우편에모시고서있는데
왕상22:20 여호와께서말씀하시기를누가아합을꾀어그를길르앗라못에올라가서죽게할꼬하시니하나는이렇게하겠다하고또하나는저렇게하겠다하였는데
왕상22:21 한영이나아와여호와앞에서서말하되내가그를꾀겠나이다
왕상22:22 여호와께서그에게이르시되어떻게하겠느냐이르되내가나가서거짓말하는영이되어그의모든선지자들의입에있겠나이다여호와께서이르시되너는꾀겠고또이루리라나가서그리하라하셨은즉
왕상22:23 이제여호와께서거짓말하는영을왕의이모든선지자의입에넣으셨고또여호와께서왕에대하여화를말씀하셨나이다
왕상22:24 그나아나의아들시드기야가가까이와서미가야의뺨을치며이르되여호와의영이나를떠나어디로가서네게말씀하시더냐
왕상22:25 미가야가이르되네가골방에들어가서숨는그날에보리라
왕상22:26 이스라엘의왕이이르되미가야를잡아성주아몬과왕자요아스에게로끌고돌아가서
왕상22:27 말하기를왕의말씀이이놈을옥에가두고내가평안히돌아올때까지고생의떡과고생의물을먹이라하였다하라
왕상22:28 미가야가이르되왕이참으로평안히돌아오시게될진대여호와께서나를통하여말씀하지아니하셨으리이다또이르되너희백성들아다들을지어다하니라
왕상22:29 이스라엘의왕과유다의여호사밧왕이길르앗라못으로올라가니라
왕상22:30 이스라엘의왕이여호사밧에게이르되나는변장하고전쟁터로들어가려하노니당신은왕복을입으소서하고이스라엘의왕이변장하고전쟁터로들어가니라
왕상22:31 아람왕이그의병거의지휘관삼십이명에게명령하여이르기를너희는작은자나큰자와더불어싸우지말고오직이스라엘왕과싸우라한지라
왕상22:32 병거의지휘관들이여호사밧을보고그들이이르되이가틀림없이이스라엘의왕이라하고돌이켜그와싸우려한즉여호사밧이소리를지르는지라
왕상22:33 병거의지휘관들이그가이스라엘의왕이아님을보고쫓기를그치고돌이켰더라
왕상22:34 한사람이무심코활을당겨이스라엘왕의갑옷솔기를맞힌지라왕이그병거모는자에게이르되내가부상하였으니네손을돌려내가전쟁터에서나가게하라하였으나
왕상22:35 이날에전쟁이맹렬하였으므로왕이병거가운데에붙들려서서아람사람을막다가저녁에이르러죽었는데상처의피가흘러병거바닥에고였더라
왕상22:36 해가질녘에진중에서외치는소리가있어이르되각기성읍으로또는각기본향으로가라하더라
왕상22:37 왕이이미죽으매그의시체를메어사마리아에이르러왕을사마리아에장사하니라
왕상22:38 그병거를사마리아못에서씻으매개들이그의피를핥았으니여호와께서하신말씀과같이되었더라거기는창기들이목욕하는곳이었더라
왕상22:39 아합의남은행적과그가행한모든일과그가건축한상아궁과그가건축한모든성읍은이스라엘왕역대지략에기록되지아니하였느냐
왕상22:40 아합이그의조상들과함께자매그의아들아하시야가대신하여왕이되니라
왕상22:41 이스라엘의아합왕제사년에아사의아들여호사밧이유다의왕이되니
왕상22:42 여호사밧이왕이될때에나이가삼십오세라예루살렘에서이십오년동안다스리니라그의어머니의이름은아수바라실히의딸이더라
왕상22:43 여호사밧이그의아버지아사의모든길로행하며돌이키지아니하고여호와앞에서정직히행하였으나산당은폐하지아니하였으므로백성이아직도산당에서제사를드리며분향하였더라
왕상22:44 여호사밧이이스라엘의왕과더불어화평하니라
왕상22:45 여호사밧의남은사적과그가부린권세와그가어떻게전쟁하였는지는다유다왕역대지략에기록되지아니하였느냐
왕상22:46 그가그의아버지아사의시대에남아있던남색하는자들을그땅에서쫓아내었더라
왕상22:47 그때에에돔에는왕이없고섭정왕이있었더라
왕상22:48 여호사밧이다시스의선박을제조하고오빌로금을구하러보내려하였더니그배가에시온게벨에서파선하였으므로가지못하게되매
왕상22:49 아합의아들아하시야가여호사밧에게이르되내종으로당신의종과함께배에가게하라하나여호사밧이허락하지아니하였더라
왕상22:50 여호사밧이그의조상들과함께자매그의조상다윗성에그의조상들과함께장사되고그의아들여호람이대신하여왕이되니라
왕상22:51 유다의여호사밧왕제십칠년에아합의아들아하시야가사마리아에서이스라엘의왕이되어이년동안이스라엘을다스리니라
왕상22:52 그가여호와앞에서악을행하여그의아버지의길과그의어머니의길과이스라엘에게범죄하게한느밧의아들여로보암의길로행하며
왕상22:53 바알을섬겨그에게예배하여이스라엘의하나님여호와를노하시게하기를그의아버지의온갖행위같이하였더라
