출1:1 야곱과함께각각자기가족을데리고애굽에이른이스라엘아들들의이름은이러하니
출28:16 길이와너비가한뼘씩두겹으로네모반듯하게하고
출28:17 그것에네줄로보석을물리되첫줄은홍보석황옥녹주옥이요
출28:18 둘째줄은석류석남보석홍마노요
출28:19 셋째줄은호박백마노자수정이요
출28:20 넷째줄은녹보석호마노벽옥으로다금테에물릴지니
출28:21 이보석들은이스라엘아들들의이름대로열둘이라보석마다열두지파의한이름씩도장을새기는법으로새기고
출28:22 순금으로노끈처럼땋은사슬을흉패위에붙이고
출28:23 또금고리둘을만들어흉패위곧흉패두끝에그두고리를달고
출28:24 땋은두금사슬로흉패두끝두고리에꿰어매고
출28:25 두땋은사슬의다른두끝을에봇앞두어깨받이의금테에매고
출28:26 또금고리둘을만들어흉패아래양쪽가안쪽곧에봇에닿은곳에달고
출28:27 또금고리둘을만들어에봇앞두어깨받이아래매는자리가까운쪽곧정교하게짠띠위쪽에달고
출28:28 청색끈으로흉패고리와에봇고리에꿰어흉패로정교하게짠에봇띠위에붙여떨어지지않게하라
출28:29 아론이성소에들어갈때에는이스라엘아들들의이름을기록한이판결흉패를가슴에붙여여호와앞에영원한기념을삼을것이니라
출28:30 너는우림과둠밈을판결흉패안에넣어아론이여호와앞에들어갈때에그의가슴에붙이게하라아론은여호와앞에서이스라엘자손의흉패를항상그의가슴에붙일지니라
출28:31 너는에봇받침겉옷을전부청색으로하되
출28:32 두어깨사이에머리들어갈구멍을내고그주위에갑옷깃같이깃을짜서찢어지지않게하고
출28:33 그옷가장자리로돌아가며청색자색홍색실로석류를수놓고금방울을간격을두어달되
출28:34 그옷가장자리로돌아가며한금방울,한석류,한금방울,한석류가있게하라
출28:35 아론이입고여호와를섬기러성소에들어갈때와성소에서나올때에그소리가들릴것이라그리하면그가죽지아니하리라
출28:36 너는또순금으로패를만들어도장을새기는법으로그위에새기되'여호와께성결'이라하고
출28:37 그패를청색끈으로관위에매되곧관전면에있게하라
출28:38 이패를아론의이마에두어그가이스라엘자손이거룩하게드리는성물과관련된죄책을담당하게하라그패가아론의이마에늘있으므로그성물을여호와께서받으시게되리라
출28:39 너는가는베실로반포속옷을짜고가는베실로관을만들고띠를수놓아만들지니라
출28:40 너는아론의아들들을위하여속옷을만들며그들을위하여띠를만들며그들을위하여관을만들어영화롭고아름답게하되
출28:41 너는그것들로네형아론과그와함께한그의아들들에게입히고그들에게기름을부어위임하고거룩하게하여그들이제사장직분을내게행하게할지며
출28:42 또그들을위하여베로속바지를만들어허리에서부터두넓적다리까지이르게하여하체를가리게하라
출28:43 아론과그의아들들이회막에들어갈때에나제단에가까이하여거룩한곳에서섬길때에그것들을입어야죄를짊어진채죽지아니하리니그와그의후손이영원히지킬규례니라
출29:1 네가그들에게나를섬길제사장직분을위임하여그들을거룩하게할일은이러하니곧어린수소하나와흠없는숫양둘을택하고
출29:2 무교병과기름섞인무교과자와기름바른무교전병을모두고운밀가루로만들고
출29:3 그것들을한광주리에담고그것을광주리에담은채그송아지와두양과함께가져오라
출29:4 너는아론과그의아들들을회막문으로데려다가물로씻기고
출29:5 의복을가져다가아론에게속옷과에봇받침겉옷과에봇을입히고흉패를달고에봇에정교하게짠띠를띠게하고
출29:6 그의머리에관을씌우고그위에거룩한패를더하고
출29:7 관유를가져다가그의머리에부어바르고
출29:8 그의아들들을데려다가그들에게속옷을입히고
출29:9 아론과그의아들들에게띠를띠우며관을씌워그들에게제사장의직분을맡겨영원한규례가되게하라너는이같이아론과그의아들들에게위임하여거룩하게할지니라
출29:10 너는수송아지를회막앞으로끌어오고아론과그의아들들은그송아지머리에안수할지며
출29:11 너는회막문여호와앞에서그송아지를잡고
출29:12 그피를네손가락으로제단뿔들에바르고그피전부를제단밑에쏟을지며
출29:13 내장에덮인모든기름과간위에있는꺼풀과두콩팥과그위의기름을가져다가제단위에불사르고
출29:14 그수소의고기와가죽과똥을진밖에서불사르라이는속죄제니라
출29:15 너는또숫양한마리를끌어오고아론과그의아들들은그숫양의머리위에안수할지며
출29:16 너는그숫양을잡고그피를가져다가제단위의주위에뿌리고
출29:17 그숫양의각을뜨고그장부와다리는씻어각을뜬고기와그머리와함께두고
출29:18 그숫양전부를제단위에불사르라이는여호와께드리는번제요이는향기로운냄새니여호와께드리는화제니라
출29:19 너는다른숫양을택하고아론과그아들들은그숫양의머리위에안수할지며
출29:20 너는그숫양을잡고그것의피를가져다가아론의오른쪽귓부리와그의아들들의오른쪽귓부리에바르고그오른손엄지와오른발엄지에바르고그피를제단주위에뿌리고
출29:21 제단위의피와관유를가져다가아론과그의옷과그의아들들과그의아들들의옷에뿌리라그와그의옷과그의아들들과그의아들들의옷이거룩하리라
출29:22 또너는그숫양의기름과기름진꼬리와그것의내장에덮인기름과간위의꺼풀과두콩팥과그것들위의기름과오른쪽넓적다리를가지라이는위임식의숫양이라
출29:23 또여호와앞에있는무교병광주리에서떡한개와기름바른과자한개와전병한개를가져다가
출29:24 그전부를아론의손과그의아들들의손에주고그것을흔들어여호와앞에요제를삼을지며
출29:25 너는그것을그들의손에서가져다가제단위에서번제물을더하여불사르라이는여호와앞에향기로운냄새니곧여호와께드리는화제니라
출29:26 너는아론의위임식숫양의가슴을가져다가여호와앞에흔들어요제를삼으라이것이네분깃이니라
출29:27 너는그흔든요제물곧아론과그의아들들의위임식숫양의가슴과넓적다리를거룩하게하라
출29:28 이는이스라엘자손이아론과그의자손에게돌릴영원한분깃이요거제물이니곧이스라엘자손이화목제의제물중에서취한거제물로서여호와께드리는거제물이니라
출29:29 아론의성의는후에아론의아들들에게돌릴지니그들이그것을입고기름부음으로위임을받을것이며
출29:30 그를이어제사장이되는아들이회막에들어가서성소에서섬길때에는이레동안그것을입을지니라
출29:31 너는위임식숫양을가져다가거룩한곳에서그고기를삶고
출29:32 아론과그의아들들은회막문에서그숫양의고기와광주리에있는떡을먹을지라
출29:33 그들은속죄물곧그들을위임하며그들을거룩하게하는데쓰는것을먹되타인은먹지못할지니그것이거룩하기때문이라
출29:34 위임식고기나떡이아침까지남아있으면그것을불에사를지니이는거룩한즉먹지못할지니라
출29:35 너는내가네게한모든명령대로아론과그의아들들에게그같이하여이레동안위임식을행하되
출29:36 매일수송아지하나로속죄하기위하여속죄제를드리며또제단을위하여속죄하여깨끗하게하고그것에기름을부어거룩하게하라
출29:37 너는이레동안제단을위하여속죄하여거룩하게하라그리하면지극히거룩한제단이되리니제단에접촉하는모든것이거룩하리라
출29:38 네가제단위에드릴것은이러하니라매일일년된어린양두마리니
출29:39 한어린양은아침에드리고한어린양은저녁때에드릴지며
출29:40 한어린양에고운밀가루십분의일에바와찧은기름사분의일힌을더하고또전제로포도주사분의일힌을더할지며
출29:41 한어린양은저녁때에드리되아침에한것처럼소제와전제를그것과함께드려향기로운냄새가되게하여여호와께화제로삼을지니
출29:42 이는너희가대대로여호와앞회막문에서늘드릴번제라내가거기서너희와만나고네게말하리라
출29:43 내가거기서이스라엘자손을만나리니내영광으로말미암아회막이거룩하게될지라
출29:44 내가그회막과제단을거룩하게하며아론과그의아들들도거룩하게하여내게제사장직분을행하게하며
출29:45 내가이스라엘자손중에거하여그들의하나님이되리니
출29:46 그들은내가그들의하나님여호와로서그들중에거하려고그들을애굽땅에서인도하여낸줄을알리라나는그들의하나님여호와니라
출30:1 너는분향할제단을만들지니곧조각목으로만들되
출30:2 길이가한규빗,너비가한규빗으로네모가반듯하게하고높이는두규빗으로하며그뿔을그것과이어지게하고
출30:3 제단상면과전후좌우면과뿔을순금으로싸고주위에금테를두를지며
출30:4 금테아래양쪽에금고리둘을만들되곧그양쪽에만들지니이는제단을메는채를꿸곳이며
출30:5 그채를조각목으로만들고금으로싸고
출30:6 그제단을증거궤위속죄소맞은편곧증거궤앞에있는휘장밖에두라그속죄소는내가너와만날곳이며
출30:7 아론이아침마다그위에향기로운향을사르되등불을손질할때에사를지며
출30:8 또저녁때등불을켤때에사를지니이향은너희가대대로여호와앞에끊지못할지며
출30:9 너희는그위에다른향을사르지말며번제나소제를드리지말며전제의술을붓지말며
출30:10 아론이일년에한번씩이향단뿔을위하여속죄하되속죄제의피로일년에한번씩대대로속죄할지니라이제단은여호와께지극히거룩하니라
출30:11 여호와께서모세에게말씀하여이르시되
출30:12 네가이스라엘자손의수효를조사할때에조사받은각사람은그들을계수할때에자기의생명의속전을여호와께드릴지니이는그것을계수할때에그들중에질병이없게하려함이라
출30:13 무릇계수중에드는자마다성소의세겔로반세겔을낼지니한세겔은이십게라라그반세겔을여호와께드릴지며
출30:14 계수중에드는모든자곧스무살이상된자가여호와께드리되
출30:15 너희의생명을대속하기위하여여호와께드릴때에부자라고반세겔에서더내지말고가난한자라고덜내지말지며
출30:16 너는이스라엘자손에게서속전을취하여회막봉사에쓰라이것이여호와앞에서이스라엘자손의기념이되어서너희의생명을대속하리라
출30:17 여호와께서모세에게말씀하여이르시되
출30:18 너는물두멍을놋으로만들고그받침도놋으로만들어씻게하되그것을회막과제단사이에두고그속에물을담으라
출30:19 아론과그의아들들이그두멍에서수족을씻되
출30:20 그들이회막에들어갈때에물로씻어죽기를면할것이요제단에가까이가서그직분을행하여여호와앞에화제를사를때에도그리할지니라
출30:21 이와같이그들이그수족을씻어죽기를면할지니이는그와그의자손이대대로영원히지킬규례니라
출30:22 여호와께서모세에게또말씀하여이르시되
출30:23 너는상등향품을가지되액체몰약오백세겔과그반수의향기로운육계이백오십세겔과향기로운창포이백오십세겔과
출30:24 계피오백세겔을성소의세겔로하고감람기름한힌을가지고
출30:25 그것으로거룩한관유를만들되향을제조하는법대로향기름을만들지니그것이거룩한관유가될지라
출30:26 너는그것을회막과증거궤에바르고
출30:27 상과그모든기구이며등잔대와그기구이며분향단과
출30:28 및번제단과그모든기구와물두멍과그받침에발라
출30:29 그것들을지극히거룩한것으로구별하라이것에접촉하는것은모두거룩하리라
출30:30 너는아론과그의아들들에게기름을발라그들을거룩하게하고그들이내게제사장직분을행하게하고
출30:31 이스라엘자손에게말하여이르기를이것은너희대대로내게거룩한관유니
출30:32 사람의몸에붓지말며이방법대로이와같은것을만들지말라이는거룩하니너희는거룩히여기라
출30:33 이와같은것을만드는모든자와이것을타인에게붓는모든자는그백성중에서끊어지리라하라
출30:34 여호와께서모세에게이르시되너는소합향과나감향과풍자향의향품을가져다가그향품을유향에섞되각기같은분량으로하고
출30:35 그것으로향을만들되향만드는법대로만들고그것에소금을쳐서성결하게하고
출30:36 그향얼마를곱게찧어내가너와만날회막안증거궤앞에두라이향은너희에게지극히거룩하니라
출30:37 네가여호와를위하여만들향은거룩한것이니너희를위하여는그방법대로만들지말라
출30:38 냄새를맡으려고이같은것을만드는모든자는그백성중에서끊어지리라
출31:1 여호와께서모세에게말씀하여이르시되
출31:2 내가유다지파훌의손자요우리의아들인브살렐을지명하여부르고
출31:3 하나님의영을그에게충만하게하여지혜와총명과지식과여러가지재주로
출31:4 정교한일을연구하여금과은과놋으로만들게하며
출31:5 보석을깎아물리며여러가지기술로나무를새겨만들게하리라
출31:6 내가또단지파아히사막의아들오홀리압을세워그와함께하게하며지혜로운마음이있는모든자에게내가지혜를주어그들이내가네게명령한것을다만들게할지니
출31:7 곧회막과증거궤와그위의속죄소와회막의모든기구와
출31:8 상과그기구와순금등잔대와그모든기구와분향단과
출31:9 번제단과그모든기구와물두멍과그받침과
출31:10 제사직을행할때에입는정교하게짠의복곧제사장아론의성의와그의아들들의옷과
출31:11 관유와성소의향기로운향이라무릇내가네게명령한대로그들이만들지니라
출31:12 여호와께서모세에게말씀하여이르시되
출31:13 너는이스라엘자손에게말하여이르기를너희는나의안식일을지키라이는나와너희사이에너희대대의표징이니나는너희를거룩하게하는여호와인줄너희가알게함이라
출31:14 너희는안식일을지킬지니이는너희에게거룩한날이됨이니라그날을더럽히는자는모두죽일지며그날에일하는자는모두그백성중에서그생명이끊어지리라
출31:15 엿새동안은일할것이나일곱째날은큰안식일이니여호와께거룩한것이라안식일에일하는자는누구든지반드시죽일지니라
출31:16 이같이이스라엘자손이안식일을지켜서그것으로대대로영원한언약을삼을것이니
출31:17 이는나와이스라엘자손사이에영원한표징이며나여호와가엿새동안에천지를창조하고일곱째날에일을마치고쉬었음이니라하라
출31:18 여호와께서시내산위에서모세에게이르시기를마치신때에증거판둘을모세에게주시니이는돌판이요하나님이친히쓰신것이더라
출32:1 백성이모세가산에서내려옴이더딤을보고모여백성이아론에게이르러말하되일어나라우리를위하여우리를인도할신을만들라이모세곧우리를애굽땅에서인도하여낸사람은어찌되었는지알지못함이니라
출32:2 아론이그들에게이르되너희의아내와자녀의귀에서금고리를빼어내게로가져오라
출32:3 모든백성이그귀에서금고리를빼어아론에게로가져가매
출32:4 아론이그들의손에서금고리를받아부어서조각칼로새겨송아지형상을만드니그들이말하되이스라엘아이는너희를애굽땅에서인도하여낸너희의신이로다하는지라
출32:5 아론이보고그앞에제단을쌓고이에아론이공포하여이르되내일은여호와의절일이니라하니
출32:6 이튿날에그들이일찍이일어나번제를드리며화목제를드리고백성이앉아서먹고마시며일어나서뛰놀더라
출32:7 여호와께서모세에게이르시되너는내려가라네가애굽땅에서인도하여낸네백성이부패하였도다
출32:8 그들이내가그들에게명령한길을속히떠나자기를위하여송아지를부어만들고그것을예배하며그것에게제물을드리며말하기를이스라엘아이는너희를애굽땅에서인도하여낸너희신이라하였도다
출32:9 여호와께서또모세에게이르시되내가이백성을보니목이뻣뻣한백성이로다
출32:10 그런즉내가하는대로두라내가그들에게진노하여그들을진멸하고너를큰나라가되게하리라
출32:11 모세가그의하나님여호와께구하여이르되여호와여어찌하여그큰권능과강한손으로애굽땅에서인도하여내신주의백성에게진노하시나이까
출32:12 어찌하여애굽사람들이이르기를여호와가자기의백성을산에서죽이고지면에서진멸하려는악한의도로인도해내었다고말하게하시려하나이까주의맹렬한노를그치시고뜻을돌이키사주의백성에게이화를내리지마옵소서
출32:13 주의종아브라함과이삭과이스라엘을기억하소서주께서그들을위하여주를가리켜맹세하여이르시기를내가너희의자손을하늘의별처럼많게하고내가허락한이온땅을너희의자손에게주어영원한기업이되게하리라하셨나이다
출32:14 여호와께서뜻을돌이키사말씀하신화를그백성에게내리지아니하시니라
출32:15 모세가돌이켜산에서내려오는데두증거판이그의손에있고그판의양면이쪽저쪽에글자가있으니
출32:16 그판은하나님이만드신것이요글자는하나님이쓰셔서판에새기신것이더라
출32:17 여호수아가백성들의요란한소리를듣고모세에게말하되진중에서싸우는소리가나나이다
출32:18 모세가이르되이는승전가도아니요패하여부르짖는소리도아니라내가듣기에는노래하는소리로다하고
출32:19 진에가까이이르러그송아지와그춤추는것들을보고크게노하여손에서그판들을산아래로던져깨뜨리니라
출32:20 모세가그들이만든송아지를가져다가불살라부수어가루를만들어물에뿌려이스라엘자손에게마시게하니라
출32:21 모세가아론에게이르되이백성이당신에게어떻게하였기에당신이그들을큰죄에빠지게하였느냐
출32:22 아론이이르되내주여노하지마소서이백성의악함을당신이아나이다
출32:23 그들이내게말하기를우리를위하여우리를인도할신을만들라이모세곧우리를애굽땅에서인도하여낸사람은어찌되었는지알수없노라하기에
출32:24 내가그들에게이르기를금이있는자는빼내라한즉그들이그것을내게로가져왔기로내가불에던졌더니이송아지가나왔나이다
출32:25 모세가본즉백성이방자하니이는아론이그들을방자하게하여원수에게조롱거리가되게하였음이라
출32:26 이에모세가진문에서서이르되누구든지여호와의편에있는자는내게로나아오라하매레위자손이다모여그에게로가는지라
출32:27 모세가그들에게이르되이스라엘의하나님여호와께서이렇게말씀하시기를너희는각각허리에칼을차고진이문에서저문까지왕래하며각사람이그형제를,각사람이자기의친구를,각사람이자기의이웃을죽이라하셨느니라
출32:28 레위자손이모세의말대로행하매이날에백성중에삼천명가량이죽임을당하니라
출32:29 모세가이르되각사람이자기의아들과자기의형제를쳤으니오늘여호와께헌신하게되었느니라그가오늘너희에게복을내리시리라
출32:30 이튿날모세가백성에게이르되너희가큰죄를범하였도다내가이제여호와께로올라가노니혹너희를위하여속죄가될까하노라하고
출32:31 모세가여호와께로다시나아가여짜오되슬프도소이다이백성이자기들을위하여금신을만들었사오니큰죄를범하였나이다
출32:32 그러나이제그들의죄를사하시옵소서그렇지아니하시오면원하건대주께서기록하신책에서내이름을지워버려주옵소서
출32:33 여호와께서모세에게이르시되누구든지내게범죄하면내가내책에서그를지워버리리라
출32:34 이제가서내가네게말한곳으로백성을인도하라내사자가네앞서가리라그러나내가보응할날에는그들의죄를보응하리라
출32:35 여호와께서백성을치시니이는그들이아론이만든바그송아지를만들었음이더라
출33:1 여호와께서모세에게이르시되너는네가애굽땅에서인도하여낸백성과함께여기를떠나서내가아브라함과이삭과야곱에게맹세하여네자손에게주기로한그땅으로올라가라
출33:2 내가사자를너보다앞서보내어가나안사람과아모리사람과헷사람과브리스사람과히위사람과여부스사람을쫓아내고
출33:3 너희를젖과꿀이흐르는땅에이르게하려니와나는너희와함께올라가지아니하리니너희는목이곧은백성인즉내가길에서너희를진멸할까염려함이니라하시니
출33:4 백성이이준엄한말씀을듣고슬퍼하여한사람도자기의몸을단장하지아니하니
출33:5 여호와께서모세에게이르시기를이스라엘자손에게이르라너희는목이곧은백성인즉내가한순간이라도너희가운데에이르면너희를진멸하리니너희는장신구를떼어내라그리하면내가너희에게어떻게할것인지정하겠노라하셨음이라
출33:6 이스라엘자손이호렙산에서부터그들의장신구를떼어내니라
출33:7 모세가항상장막을취하여진밖에쳐서진과멀리떠나게하고회막이라이름하니여호와를앙모하는자는다진바깥회막으로나아가며
출33:8 모세가회막으로나아갈때에는백성이다일어나자기장막문에서서모세가회막에들어가기까지바라보며
출33:9 모세가회막에들어갈때에구름기둥이내려회막문에서며여호와께서모세와말씀하시니
출33:10 모든백성이회막문에구름기둥이서있는것을보고다일어나각기장막문에서서예배하며
출33:11 사람이자기의친구와이야기함같이여호와께서는모세와대면하여말씀하시며모세는진으로돌아오나눈의아들젊은수종자여호수아는회막을떠나지아니하니라
출33:12 모세가여호와께아뢰되보시옵소서주께서내게이백성을인도하여올라가라하시면서나와함께보낼자를내게지시하지아니하시나이다주께서전에말씀하시기를나는이름으로도너를알고너도내앞에은총을입었다하셨사온즉
출33:13 내가참으로주의목전에은총을입었사오면원하건대주의길을내게보이사내게주를알리시고나로주의목전에은총을입게하시며이족속을주의백성으로여기소서
출33:14 여호와께서이르시되내가친히가리라내가너를쉬게하리라
출33:15 모세가여호와께아뢰되주께서친히가지아니하시려거든우리를이곳에서올려보내지마옵소서
출33:16 나와주의백성이주의목전에은총입은줄을무엇으로알리이까주께서우리와함께행하심으로나와주의백성을천하만민중에구별하심이아니니이까
출33:17 여호와께서모세에게이르시되네가말하는이일도내가하리니너는내목전에은총을입었고내가이름으로도너를앎이니라
출33:18 모세가이르되원하건대주의영광을내게보이소서
출33:19 여호와께서이르시되내가내모든선한것을네앞으로지나가게하고여호와의이름을네앞에선포하리라나는은혜베풀자에게은혜를베풀고긍휼히여길자에게긍휼을베푸느니라
출33:20 또이르시되네가내얼굴을보지못하리니나를보고살자가없음이니라
출33:21 여호와께서또이르시기를보라내곁에한장소가있으니너는그반석위에서라
출33:22 내영광이지나갈때에내가너를반석틈에두고내가지나도록내손으로너를덮었다가
출33:23 손을거두리니네가내등을볼것이요얼굴은보지못하리라
출34:1 여호와께서모세에게이르시되너는돌판둘을처음것과같이다듬어만들라네가깨뜨린처음판에있던말을내가그판에쓰리니
출34:2 아침까지준비하고아침에시내산에올라와산꼭대기에서내게보이되
출34:3 아무도너와함께오르지말며온산에아무도나타나지못하게하고양과소도산앞에서먹지못하게하라
출34:4 모세가돌판둘을처음것과같이깎아만들고아침에일찍이일어나그두돌판을손에들고여호와의명령대로시내산에올라가니
출34:5 여호와께서구름가운데에강림하사그와함께거기서서여호와의이름을선포하실새
출34:6 여호와께서그의앞으로지나시며선포하시되여호와라여호와라자비롭고은혜롭고노하기를더디하고인자와진실이많은하나님이라
출34:7 인자를천대까지베풀며악과과실과죄를용서하리라그러나벌을면제하지는아니하고아버지의악행을자손삼사대까지보응하리라
출34:8 모세가급히땅에엎드려경배하며
출34:9 이르되주여내가주께은총을입었거든원하건대주는우리와동행하옵소서이는목이뻣뻣한백성이니이다우리의악과죄를사하시고우리를주의기업으로삼으소서
출34:10 여호와께서이르시되보라내가언약을세우나니곧내가아직온땅아무국민에게도행하지아니한이적을너희전체백성앞에행할것이라네가머무는나라백성이다여호와의행하심을보리니내가너를위하여행할일이두려운것임이니라
출34:11 너는내가오늘네게명령하는것을삼가지키라보라내가네앞에서아모리사람과가나안사람과헷사람과브리스사람과히위사람과여부스사람을쫓아내리니
출34:12 너는스스로삼가네가들어가는땅의주민과언약을세우지말라그것이너희에게올무가될까하노라
출34:13 너희는도리어그들의제단들을헐고그들의주상을깨뜨리고그들의아세라상을찍을지어다
출34:14 너는다른신에게절하지말라여호와는질투라이름하는질투의하나님임이니라
출34:15 너는삼가그땅의주민과언약을세우지말지니이는그들이모든신을음란하게섬기며그들의신들에게제물을드리고너를청하면네가그제물을먹을까함이며
출34:16 또네가그들의딸들을네아들들의아내로삼음으로그들의딸들이그들의신들을음란하게섬기며네아들에게그들의신들을음란하게섬기게할까함이니라
출34:17 너는신상들을부어만들지말지니라
출34:18 너는무교절을지키되내가네게명령한대로아빕월그절기에이레동안무교병을먹으라이는네가아빕월에애굽에서나왔음이니라
출34:19 모든첫태생은다내것이며네가축의모든처음난수컷인소와양도다그러하며
출34:20 나귀의첫새끼는어린양으로대속할것이요그렇게하지아니하려면그목을꺾을것이며네아들중장자는다대속할지며빈손으로내얼굴을보지말지니라
출34:21 너는엿새동안일하고일곱째날에는쉴지니밭갈때에나거둘때에도쉴지며
출34:22 칠칠절곧맥추의초실절을지키고세말에는수장절을지키라
출34:23 너희의모든남자는매년세번씩주여호와이스라엘의하나님앞에보일지라
출34:24 내가이방나라들을네앞에서쫓아내고네지경을넓히리니네가매년세번씩여호와네하나님을뵈려고올때에아무도네땅을탐내지못하리라
출34:25 너는내제물의피를유교병과함께드리지말며유월절제물을아침까지두지말지며
출34:26 네토지소산의처음익은것을가져다가네하나님여호와의전에드릴지며너는염소새끼를그어미의젖으로삶지말지니라
출34:27 여호와께서모세에게이르시되너는이말들을기록하라내가이말들의뜻대로너와이스라엘과언약을세웠음이니라하시니라
출34:28 모세가여호와와함께사십일사십야를거기있으면서떡도먹지아니하였고물도마시지아니하였으며여호와께서는언약의말씀곧십계명을그판들에기록하셨더라
출34:29 모세가그증거의두판을모세의손에들고시내산에서내려오니그산에서내려올때에모세는자기가여호와와말하였음으로말미암아얼굴피부에광채가나나깨닫지못하였더라
출34:30 아론과온이스라엘자손이모세를볼때에모세의얼굴피부에광채가남을보고그에게가까이하기를두려워하더니
출34:31 모세가그들을부르매아론과회중의모든어른이모세에게로오고모세가그들과말하니
출34:32 그후에야온이스라엘자손이가까이오는지라모세가여호와께서시내산에서자기에게이르신말씀을다그들에게명령하고
출34:33 모세가그들에게말하기를마치고수건으로자기얼굴을가렸더라
출34:34 그러나모세가여호와앞에들어가서함께말할때에는나오기까지수건을벗고있다가나와서는그명령하신일을이스라엘자손에게전하며
출34:35 이스라엘자손이모세의얼굴의광채를보므로모세가여호와께말하러들어가기까지다시수건으로자기얼굴을가렸더라
출35:1 모세가이스라엘자손의온회중을모으고그들에게이르되여호와께서너희에게명령하사행하게하신말씀이이러하니라
출35:2 엿새동안은일하고일곱째날은너희를위한거룩한날이니여호와께엄숙한안식일이라누구든지이날에일하는자는죽일지니
출35:3 안식일에는너희의모든처소에서불도피우지말지니라
출35:4 모세가이스라엘자손의온회중에게말하여이르되여호와께서명령하신일이이러하니라이르시기를
출35:5 너희의소유중에서너희는여호와께드릴것을택하되마음에원하는자는누구든지그것을가져다가여호와께드릴지니곧금과은과놋과
출35:6 청색자색홍색실과가는베실과염소털과
출35:7 붉은물들인숫양의가죽과해달의가죽과조각목과
출35:8 등유와및관유에드는향품과분향할향을만드는향품과
출35:9 호마노며에봇과흉패에물릴보석이니라
출35:10 무릇너희중마음이지혜로운자는와서여호와께서명령하신것을다만들지니
출35:11 곧성막과천막과그덮개와그갈고리와그널판과그띠와그기둥과그받침과
출35:12 증거궤와그채와속죄소와그가리는휘장과
출35:13 상과그채와그모든기구와진설병과
출35:14 불켜는등잔대와그기구와그등잔과등유와
출35:15 분향단과그채와관유와분향할향품과성막문의휘장과
출35:16 번제단과그놋그물과그채와그모든기구와물두멍과그받침과
출35:17 뜰의포장과그기둥과그받침과뜰문의휘장과
출35:18 장막말뚝과뜰의말뚝과그줄과
출35:19 성소에서섬기기위하여정교하게만든옷곧제사직분을행할때에입는제사장아론의거룩한옷과그의아들들의옷이니라
출35:20 이스라엘자손의온회중이모세앞에서물러갔더니
출35:21 마음이감동된모든자와자원하는모든자가와서회막을짓기위하여그속에서쓸모든것을위하여,거룩한옷을위하여예물을가져다가여호와께드렸으니
출35:22 곧마음에원하는남녀가와서팔찌와귀고리와가락지와목걸이와여러가지금품을가져다가사람마다여호와께금예물을드렸으며
출35:23 무릇청색자색홍색실과가는베실과염소털과붉은물들인숫양의가죽과해달의가죽이있는자도가져왔으며
출35:24 은과놋으로예물을삼는모든자가가져다가여호와께드렸으며섬기는일에소용되는조각목이있는모든자는가져왔으며
출35:25 마음이슬기로운모든여인은손수실을빼고그뺀청색자색홍색실과가는베실을가져왔으며
출35:26 마음에감동을받아슬기로운모든여인은염소털로실을뽑았으며
출35:27 모든족장은호마노와및에봇과흉패에물릴보석을가져왔으며
출35:28 등불과관유와분향할향에소용되는기름과향품을가져왔으니
출35:29 마음에자원하는남녀는누구나여호와께서모세의손을빌어명령하신모든것을만들기위하여물품을드렸으니이것이이스라엘자손이여호와께자원하여드린예물이니라
출35:30 모세가이스라엘자손에게이르되볼지어다여호와께서유다지파훌의손자요우리의아들인브살렐을지명하여부르시고
출35:31 하나님의영을그에게충만하게하여지혜와총명과지식으로여러가지일을하게하시되
출35:32 금과은과놋으로제작하는기술을고안하게하시며
출35:33 보석을깎아물리며나무를새기는여러가지정교한일을하게하셨고
출35:34 또그와단지파아히사막의아들오홀리압을감동시키사가르치게하시며
출35:35 지혜로운마음을그들에게충만하게하사여러가지일을하게하시되조각하는일과세공하는일과청색자색홍색실과가는베실로수놓는일과짜는일과그외에여러가지일을하게하시고정교한일을고안하게하셨느니라
출36:1 브살렐과오홀리압과및마음이지혜로운사람곧여호와께서지혜와총명을부으사성소에쓸모든일을할줄알게하신자들은모두여호와께서명령하신대로할것이니라
출36:2 모세가브살렐과오홀리압과및마음이지혜로운사람곧그마음에여호와께로부터지혜를얻고와서그일을하려고마음에원하는모든자를부르매
출36:3 그들이이스라엘자손의성소의모든것을만들기위하여가져온예물을모세에게서받으니라그러나백성이아침마다자원하는예물을연하여가져왔으므로
출36:4 성소의모든일을하는지혜로운자들이각기하는일을중지하고와서
출36:5 모세에게말하여이르되백성이너무많이가져오므로여호와께서명령하신일에쓰기에남음이있나이다
출36:6 모세가명령을내리매그들이진중에공포하여이르되남녀를막론하고성소에드릴예물을다시만들지말라하매백성이가져오기를그치니
출36:7 있는재료가모든일을하기에넉넉하여남음이있었더라
출36:8 일하는사람중에마음이지혜로운모든사람이열폭휘장으로성막을지었으니곧가늘게꼰베실과청색자색홍색실로그룹들을무늬놓아짜서지은것이라
출36:9 매폭의길이는스물여덟규빗,너비는네규빗으로각폭의장단을같게하여
출36:10 그다섯폭을서로연결하며또그다섯폭을서로연결하고
출36:11 연결할끝폭가에청색고를만들며다른연결할끝폭가에도고를만들되
출36:12 그연결할한폭에고리쉰개를달고다른연결할한폭의가에도고리쉰개를달아그고들이서로대하게하고
출36:13 금갈고리쉰개를만들어그갈고리로두휘장을연결하여한막을이루었더라
출36:14 그성막을덮는막곧휘장을염소털로만들되열한폭을만들었으니
